filename,tempo,zcr_mean,zcr_std,rms_mean,rms_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,mfcc01_mean,mfcc01_std,mfcc02_mean,mfcc02_std,mfcc03_mean,mfcc03_std,mfcc04_mean,mfcc04_std,mfcc05_mean,mfcc05_std,mfcc06_mean,mfcc06_std,mfcc07_mean,mfcc07_std,mfcc08_mean,mfcc08_std,mfcc09_mean,mfcc09_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,mfcc14_mean,mfcc14_std,mfcc15_mean,mfcc15_std,mfcc16_mean,mfcc16_std,mfcc17_mean,mfcc17_std,mfcc18_mean,mfcc18_std,mfcc19_mean,mfcc19_std,mfcc20_mean,mfcc20_std,chroma01_mean,chroma01_std,chroma02_mean,chroma02_std,chroma03_mean,chroma03_std,chroma04_mean,chroma04_std,chroma05_mean,chroma05_std,chroma06_mean,chroma06_std,chroma07_mean,chroma07_std,chroma08_mean,chroma08_std,chroma09_mean,chroma09_std,chroma10_mean,chroma10_std,chroma11_mean,chroma11_std,chroma12_mean,chroma12_std
blues.00018.wav,83.35433467741936,0.056141769987432324,0.04149945968613148,0.07967066019773483,0.05436686798930168,1537.4913865266897,439.49308611181027,2053.965411394372,381.45561940257073,3495.331815998405,1352.147626803901,-252.48178100585938,53.61140441894531,104.94515991210938,24.577627182006836,15.2964448928833,25.728199005126953,42.68783950805664,12.756242752075195,6.77045202255249,9.637041091918945,21.611764907836914,10.829065322875977,-1.3111783266067505,8.571540832519531,5.6817450523376465,10.026283264160156,-16.636873245239258,11.207311630249023,12.169349670410156,11.120345115661621,-1.9619532823562622,7.222533226013184,1.9602652788162231,8.047303199768066,-0.8982278108596802,6.982861042022705,7.762360572814941,8.456474304199219,2.375861644744873,10.0997314453125,1.7791142463684082,9.646158218383789,1.3305405378341675,11.489924430847168,3.61505126953125,13.500560760498047,4.906599521636963,12.315385818481445,-2.6610512733459473,9.82204532623291,0.21087254583835602,0.24048642814159393,0.1609884351491928,0.23255988955497742,0.1892978698015213,0.26948806643486023,0.20331986248493195,0.26647689938545227,0.2173755019903183,0.2810516059398651,0.28002017736434937,0.32605117559432983,0.3292940557003021,0.35056591033935547,0.2505771219730377,0.2758561074733734,0.33021894097328186,0.31402915716171265,0.37681806087493896,0.3663391172885895,0.2984076142311096,0.26484331488609314,0.39363691210746765,0.40671196579933167
jazz.00008.wav,107.666015625,0.04626700865235885,0.0257659690246294,0.1185242086648941,0.03753706067800522,1304.6447662986702,417.397979662882,1636.732175415204,343.5009836909403,2724.341556699536,1032.2589152363316,-189.9823760986328,55.44596481323242,134.4188995361328,22.85498046875,-25.650020599365234,27.610897064208984,45.7294921875,11.072307586669922,8.180398941040039,12.523262023925781,21.443511962890625,9.981502532958984,-4.585944175720215,11.176909446716309,14.390953063964844,11.539889335632324,-12.663227081298828,9.330994606018066,10.280889511108398,8.738417625427246,-7.942294597625732,8.336541175842285,-1.135284423828125,7.55943489074707,-5.053429126739502,7.057305335998535,2.4141685962677,7.022718906402588,-5.013869762420654,6.265895843505859,-2.1558046340942383,6.719646453857422,-4.238100528717041,7.914705753326416,1.8452003002166748,8.25347900390625,-0.44462552666664124,8.675092697143555,-4.774384021759033,8.04085636138916,0.3864315450191498,0.34268489480018616,0.3635712265968323,0.30028361082077026,0.35364726185798645,0.31531739234924316,0.3693614900112152,0.35735389590263367,0.3017828166484833,0.25061947107315063,0.3507380485534668,0.3286460041999817,0.33848434686660767,0.28346338868141174,0.3753093183040619,0.3017592132091522,0.30225589871406555,0.2447843849658966,0.31865066289901733,0.2602841854095459,0.45982909202575684,0.3409038782119751,0.3677481710910797,0.2669265568256378
reggae.00056.wav,151.99908088235293,0.08315697807907967,0.05533794799616163,0.10047587752342224,0.049732793122529984,2173.8734628702273,955.0702933745222,2460.470767071349,598.8784486866806,4658.516146135441,2162.6982760432293,-162.5001220703125,77.94154357910156,98.50553131103516,32.54817199707031,-1.639286994934082,23.7413387298584,20.811336517333984,19.0589542388916,12.054912567138672,17.82327651977539,11.739405632019043,13.706188201904297,6.087686061859131,11.794222831726074,4.953259468078613,10.138350486755371,1.6935802698135376,10.743036270141602,3.0457839965820312,9.189083099365234,-0.8581664562225342,8.52857494354248,4.114119052886963,8.228099822998047,3.421534299850464,8.225282669067383,-1.3967790603637695,7.876878261566162,2.2798080444335938,8.172931671142578,-3.714810848236084,8.927312850952148,-6.494618892669678,9.154586791992188,2.5868887901306152,9.743197441101074,1.4093592166900635,9.365860939025879,2.2300870418548584,8.746896743774414,0.47382208704948425,0.35109633207321167,0.38117653131484985,0.2807876169681549,0.41266298294067383,0.29199257493019104,0.4965171813964844,0.33996281027793884,0.39458057284355164,0.2984519302845001,0.34829604625701904,0.3191086947917938,0.3552466034889221,0.28100234270095825,0.4884238541126251,0.3575040102005005,0.2641710340976715,0.21588411927223206,0.21646887063980103,0.20916737616062164,0.28753378987312317,0.2686753571033478,0.32688626646995544,0.2603028118610382
reggae.00074.wav,172.265625,0.05099348052010828,0.029618583123353998,0.19215399026870728,0.03621750324964523,2148.49442922645,808.4062670523133,2665.474788911582,513.1319523696079,5063.999850456787,1823.757750619399,-105.89513397216797,44.44301986694336,88.19100952148438,27.37391471862793,19.303363800048828,22.001773834228516,30.58720588684082,15.733642578125,10.000640869140625,14.643877029418945,17.935596466064453,10.200499534606934,3.6842966079711914,9.552348136901855,8.918493270874023,8.657057762145996,5.854394912719727,8.399297714233398,8.842855453491211,8.6861572265625,5.608968257904053,7.366622447967529,10.507835388183594,6.089669704437256,5.925192356109619,6.995293140411377,6.09480094909668,6.221787452697754,7.056230545043945,6.448571681976318,5.076851844787598,5.837806701660156,4.458512783050537,5.886358261108398,2.162747859954834,5.578798294067383,1.4106364250183105,5.881397724151611,-1.2254568338394165,6.038395404815674,0.4885536730289459,0.3186369836330414,0.39985013008117676,0.26930010318756104,0.3552991449832916,0.25698474049568176,0.3425333797931671,0.2278180718421936,0.40026044845581055,0.2945265471935272,0.3731585144996643,0.3033183217048645,0.3572619557380676,0.2809564769268036,0.39790767431259155,0.2898956835269928,0.4761279225349426,0.2877522110939026,0.6482975482940674,0.2945812940597534,0.6591903567314148,0.2739678621292114,0.5566046833992004,0.3142712116241455
reggae.00086.wav,129.19921875,0.26014779098994584,0.11248885157256536,0.3509167432785034,0.12001144140958786,4435.732059302078,1741.8262591639018,2844.7665660116954,697.8552358372065,7625.9014510223315,2942.225167323504,42.09144592285156,121.18164825439453,37.400421142578125,63.47372817993164,-7.909589767456055,25.48487663269043,4.485742092132568,15.426237106323242,8.942606925964355,18.644453048706055,3.531623125076294,9.14060115814209,3.087479591369629,10.955107688903809,1.6347407102584839,7.014113903045654,6.270096302032471,7.837156772613525,1.8271872997283936,7.940975666046143,-0.5557451844215393,4.880834102630615,-0.3981797695159912,4.320944786071777,1.6274772882461548,4.885045051574707,2.9091591835021973,3.7616090774536133,0.3790242373943329,3.120486259460449,-2.311267137527466,3.0332751274108887,-4.141190052032471,3.870924711227417,-2.1937732696533203,4.252267360687256,-3.342249631881714,3.6629726886749268,-1.8612446784973145,2.8055901527404785,0.6156828999519348,0.18527238070964813,0.6404772400856018,0.23731136322021484,0.729284405708313,0.30924341082572937,0.6044595241546631,0.2156849354505539,0.6757385730743408,0.16058754920959473,0.7031590938568115,0.16340996325016022,0.6001778244972229,0.1498270183801651,0.6430347561836243,0.1879715919494629,0.5856128931045532,0.1568688005208969,0.6368592977523804,0.1913127601146698,0.7324585914611816,0.2222275733947754,0.796877920627594,0.27821817994117737
hiphop.00049.wav,135.99917763157896,0.10873717553654293,0.05843932174833994,0.2887090742588043,0.07715600728988647,3085.556031555025,792.4863327673035,3055.7315724614145,311.8795543400357,6683.5781725819315,1186.8454387979746,-44.58633804321289,51.4905891418457,41.587158203125,23.823930740356445,29.919214248657227,23.852956771850586,51.8719367980957,17.279132843017578,12.87827205657959,17.21858787536621,13.721710205078125,10.669501304626465,7.9571733474731445,13.804217338562012,9.288721084594727,9.300007820129395,8.395910263061523,10.852012634277344,1.9085698127746582,8.306510925292969,1.1404614448547363,8.930691719055176,4.559787750244141,8.10610580444336,5.519351482391357,7.303299427032471,1.3191725015640259,6.103747367858887,2.3586175441741943,5.797784805297852,-0.8025534749031067,5.851086139678955,-4.256165027618408,6.386466026306152,-3.574640989303589,5.763357639312744,-3.8377788066864014,6.660356521606445,-4.442884922027588,6.851897716522217,0.5012043118476868,0.2866218090057373,0.5056045055389404,0.2875121533870697,0.4841465353965759,0.2881978154182434,0.4403195083141327,0.2869333326816559,0.405645489692688,0.27705392241477966,0.3978215456008911,0.3012648820877075,0.38217389583587646,0.24501700699329376,0.41835373640060425,0.26315778493881226,0.520025372505188,0.2669598460197449,0.6289024949073792,0.3188537359237671,0.5779027342796326,0.28203096985816956,0.5464314818382263,0.2757492959499359
metal.00003.wav,99.38401442307692,0.16667346408546016,0.04730395176122916,0.15011945366859436,0.029295016080141068,2752.293220771919,394.4188981854409,2205.7506246580533,171.3604437364006,5234.80827880293,648.3605463746504,-43.09596252441406,20.280517578125,75.37248992919922,15.348029136657715,-47.82330322265625,13.849498748779297,53.02226638793945,9.08875846862793,-12.32595443725586,8.621173858642578,36.86283493041992,8.850055694580078,-8.285684585571289,8.158821105957031,28.386371612548828,8.562581062316895,-14.524615287780762,6.960080146789551,22.091655731201172,6.235244274139404,-7.344944000244141,7.123887538909912,15.97433853149414,5.595328330993652,-13.127129554748535,6.025557041168213,12.259998321533203,6.16826057434082,-10.446624755859375,6.336765289306641,5.928271293640137,6.283466815948486,-6.671971797943115,6.315808296203613,5.281168460845947,7.090328693389893,-2.32639741897583,6.434018611907959,3.584341526031494,6.446339130401611,0.39946314692497253,0.27083590626716614,0.39673998951911926,0.26363247632980347,0.4207512438297272,0.28039610385894775,0.4680451452732086,0.2537480592727661,0.6151441335678101,0.28486743569374084,0.5249316096305847,0.26329848170280457,0.4312615692615509,0.23055768013000488,0.5243726968765259,0.26701053977012634,0.5977610945701599,0.28288954496383667,0.6141312122344971,0.30089303851127625,0.446249783039093,0.2603807747364044,0.4130431115627289,0.26284533739089966
jazz.00065.wav,99.38401442307692,0.07649135368329467,0.03383895021526407,0.08223485201597214,0.039962176233530045,1337.777103820417,378.6562578735948,1518.833998927612,181.71792952373275,2754.5096908533933,837.8251944996083,-235.76547241210938,72.72267150878906,144.7672882080078,17.091773986816406,-22.573074340820312,22.252973556518555,62.554107666015625,13.158798217773438,-9.306329727172852,17.159292221069336,2.031491994857788,12.08067512512207,-0.33484935760498047,13.953179359436035,1.9981355667114258,12.878971099853516,5.536538600921631,8.750163078308105,0.30647504329681396,10.48067855834961,9.452853202819824,11.715668678283691,2.9002881050109863,12.348969459533691,2.563638925552368,9.702258110046387,8.440722465515137,8.612664222717285,-2.3174850940704346,10.74547290802002,2.5718154907226562,9.741273880004883,-0.05388979613780975,9.721269607543945,-1.6254397630691528,9.668627738952637,3.2587993144989014,8.702072143554688,-1.3106260299682617,9.550423622131348,0.2853744626045227,0.34110379219055176,0.23614126443862915,0.2932508885860443,0.18812784552574158,0.2339819073677063,0.27551400661468506,0.34617185592651367,0.24711832404136658,0.2628229558467865,0.32777661085128784,0.3629138171672821,0.2039097249507904,0.23430228233337402,0.22176764905452728,0.26644396781921387,0.30308622121810913,0.3464050590991974,0.21596844494342804,0.2502867877483368,0.2428673803806305,0.3190828561782837,0.22428590059280396,0.2732866108417511
classical.00093.wav,135.99917763157896,0.10824964955529776,0.02937061582614511,0.08244843035936356,0.04236124828457832,1623.7580253062429,218.28612068126398,1551.1322274247282,281.07572425167075,2732.0272281938805,542.4919241729494,-207.4252166748047,40.88605499267578,117.61351776123047,14.58298397064209,-41.42090606689453,23.37955665588379,13.249366760253906,12.468539237976074,-1.670911431312561,8.33748722076416,15.538311958312988,10.325667381286621,-10.338401794433594,12.684322357177734,-1.8724031448364258,11.90195083618164,-12.771742820739746,9.8046293258667,6.999659538269043,11.321614265441895,-0.7737137675285339,14.485047340393066,2.0700433254241943,12.64843463897705,-8.253665924072266,13.632848739624023,-1.4549944400787354,14.273224830627441,-7.077557563781738,11.039338111877441,0.9363319873809814,7.308839321136475,-5.545316219329834,9.26504135131836,-8.510655403137207,10.350227355957031,-1.4852845668792725,11.454901695251465,5.382266521453857,12.98228645324707,0.2567903995513916,0.33405566215515137,0.10057637840509415,0.1093742698431015,0.21913303434848785,0.30509915947914124,0.16466425359249115,0.17693071067333221,0.42653098702430725,0.3783343732357025,0.4317950904369354,0.3645736575126648,0.25511467456817627,0.24231059849262238,0.41454312205314636,0.4039577543735504,0.11722244322299957,0.12642507255077362,0.11127462983131409,0.22602972388267517,0.06121617928147316,0.08977975696325302,0.1644585132598877,0.21943816542625427
pop.00075.wav,95.703125,0.1591457004060325,0.09827730742805764,0.185598224401474,0.09235211461782455,3644.7182707334355,969.7571866985928,3200.8017239876526,313.36898571254466,7658.242889899942,1273.3221504047776,-68.86014556884766,56.866607666015625,40.489044189453125,25.78984832763672,25.370588302612305,18.06722068786621,35.75651168823242,17.090316772460938,13.383732795715332,13.011458396911621,2.8279078006744385,13.796873092651367,12.753466606140137,11.703147888183594,4.485296249389648,9.748726844787598,3.3516154289245605,9.469036102294922,10.027183532714844,9.14677906036377,-2.3804996013641357,9.238842964172363,2.9910666942596436,8.190533638000488,-1.7973542213439941,9.477697372436523,-3.3833577632904053,7.436924934387207,-1.5395714044570923,7.6325907707214355,-1.6549701690673828,7.833414077758789,-3.513972043991089,7.977309703826904,1.378640055656433,8.790054321289062,2.0290091037750244,8.824044227600098,1.5067811012268066,9.57071590423584,0.4106879234313965,0.2874634861946106,0.47073495388031006,0.3264647424221039,0.47854989767074585,0.34328553080558777,0.38549599051475525,0.26431840658187866,0.4159005284309387,0.3367586135864258,0.33930718898773193,0.22719107568264008,0.46941322088241577,0.3343851864337921,0.3333679735660553,0.238302081823349,0.3257565200328827,0.2510320544242859,0.388782799243927,0.30133605003356934,0.4021385908126831,0.28456538915634155,0.491955429315567,0.34348875284194946
